Route_ID,Weather_Condition,Event_Type,Hour,Day_OfWeek,Temperature,Precipitation,Event_Attendance,Delay_Minutes
77630,Rainy,Concert,15,6,20.9,9.8,20666,20.85
77645,Sunny,Sports,12,0,29.0,0.0,39143,17.38
47149,Rainy,Sports,8,5,34.9,9.1,58474,28.53
47216,Rainy,Festival,23,2,19.5,49.7,91381,38.54
47128,Sunny,Festival,22,3,38.6,0.0,74686,14.09
47112,Snowy,Festival,20,2,1.1,0.0,88063,21.41
47116,Cloudy,Protest,7,4,33.5,0.0,17609,34.92
77642,Cloudy,Festival,6,6,29.0,0.0,79880,9.41
47133,Sunny,Festival,19,1,36.3,0.0,71751,37.12
47166,Cloudy,None,14,5,28.7,0.0,0,5.41
47215,Cloudy,None,7,4,29.4,0.0,0,15.74
47114,Cloudy,Protest,22,0,26.2,0.0,8225,6.75
47190,Rainy,None,20,4,25.6,42.6,0,32.47
47220,Cloudy,Protest,9,2,26.0,0.0,16228,29.19
47170,Sunny,Concert,10,0,28.7,0.0,25709,13.84
77633,Rainy,Concert,20,1,19.4,9.8,31160,10.03
47112,Rainy,Concert,9,6,26.0,5.1,13092,17.87
47130,Rainy,Concert,8,5,28.1,49.1,38496,36.26
47198,Rainy,Protest,20,1,32.4,28.0,11900,27.43
77604,Sunny,Concert,10,1,33.0,0.0,16315,8.22
47177,Cloudy,Concert,19,2,27.4,0.0,29395,21.97
47102,Sunny,Festival,10,4,34.4,0.0,57303,12.73
47200,Sunny,None,11,1,29.3,0.0,0,3.73
47195,Cloudy,Concert,8,5,31.3,0.0,29756,21.92
47126,Sunny,Festival,19,5,28.1,0.0,64814,25.47
47211,Cloudy,Protest,19,6,27.4,0.0,13151,23.62
77604,Snowy,Concert,20,5,-2.6,0.0,30611,14.98
77631,Sunny,Protest,9,2,26.7,0.0,18247,30.79
47142,Snowy,Sports,6,6,-0.7,0.0,42096,10.61
47105,Cloudy,None,23,6,28.4,0.0,0,3.37
47169,Sunny,None,18,4,30.6,0.0,0,13.99
77631,Rainy,Protest,5,6,17.0,34.3,19737,26.27
47141,Sunny,Protest,5,0,35.1,0.0,11647,14.21
47209,Sunny,Festival,9,1,32.8,0.0,85506,37.91
47125,Sunny,Concert,14,5,29.3,0.0,16810,12.84
77630,Sunny,Protest,5,2,23.8,0.0,6639,11.8
47127,Cloudy,None,12,4,21.0,0.0,0,8.63
77680,Rainy,Concert,6,3,26.8,9.1,16715,8.46
47159,Snowy,None,23,5,0.9,0.0,0,0.0
77635,Sunny,Concert,10,2,31.0,0.0,15220,0.56
47100,Rainy,Festival,14,6,33.8,9.1,96614,22.35
47159,Rainy,None,6,0,24.6,44.7,0,35.29
47121,Cloudy,Sports,13,0,23.8,0.0,52191,9.81
77630,Rainy,Festival,8,6,21.5,20.1,74619,39.63
47167,Snowy,Festival,17,6,-1.6,0.0,87751,41.25
47185,Rainy,None,11,5,39.9,38.2,0,7.85
47216,Sunny,None,23,5,35.0,0.0,0,0.0
77633,Cloudy,Concert,20,5,27.1,0.0,11887,0.0
47136,Sunny,Concert,12,1,27.5,0.0,28881,19.2
47141,Snowy,Concert,13,6,-1.4,0.0,15741,13.26
47117,Rainy,Concert,12,0,33.8,18.8,31621,13.16
77642,Rainy,Protest,16,0,20.3,47.2,18039,31.32
77681,Cloudy,Concert,7,0,26.5,0.0,14710,18.75
47185,Snowy,Festival,23,5,-2.7,0.0,82630,22.27
47154,Sunny,Sports,15,6,24.9,0.0,41936,12.4
47175,Cloudy,None,21,4,31.2,0.0,0,8.67
47208,Snowy,Festival,13,3,-1.2,0.0,50064,26.57
47167,Sunny,Concert,21,5,26.1,0.0,16795,0.0
47136,Snowy,None,17,2,-0.5,0.0,0,25.46
47207,Sunny,Sports,14,5,27.7,0.0,46143,9.26
47163,Sunny,Protest,21,0,24.3,0.0,12406,18.23
47112,Rainy,Protest,16,5,26.0,44.1,14928,40.63
47167,Cloudy,Concert,6,0,27.4,0.0,38204,5.02
47124,Rainy,Festival,16,4,23.2,44.5,66286,49.89
47127,Rainy,Protest,11,0,23.5,40.7,16102,41.79
47180,Sunny,Protest,5,4,30.1,0.0,7292,6.58
47180,Sunny,None,9,1,29.1,0.0,0,9.1
47156,Cloudy,Protest,16,6,30.2,0.0,5831,5.21
77634,Sunny,Festival,22,3,36.6,0.0,59439,11.43
47101,Sunny,Protest,11,0,31.1,0.0,7637,24.81
47178,Cloudy,Sports,12,6,34.8,0.0,53203,15.54
47114,Snowy,Sports,19,5,-0.5,0.0,27419,16.61
47144,Rainy,Protest,11,5,23.6,22.8,8977,20.11
47208,Rainy,Sports,10,3,27.5,34.4,48801,30.23
47110,Cloudy,Festival,22,0,33.4,0.0,54857,7.91
47146,Snowy,Protest,16,5,1.8,0.0,9476,17.82
47195,Sunny,Sports,12,0,33.7,0.0,51098,14.92
47206,Sunny,Protest,6,0,29.0,0.0,11448,14.12
47126,Cloudy,Sports,18,3,25.7,0.0,32703,23.84
47130,Snowy,Festival,5,1,-0.7,0.0,99491,28.79
77643,Rainy,Sports,15,6,20.3,46.7,30218,38.23
77642,Sunny,Festival,22,4,33.6,0.0,62100,10.39
47109,Rainy,Festival,23,1,24.8,28.3,93737,33.45
47160,Rainy,Festival,23,2,35.5,47.1,97490,37.51
67276,Sunny,Protest,23,1,36.9,0.0,11842,19.37
47134,Cloudy,None,5,2,26.9,0.0,0,0.0
77645,Rainy,Sports,22,2,21.8,44.2,55455,32.17
47150,Rainy,Festival,23,2,26.8,8.1,80374,23.42
47218,Cloudy,None,15,1,35.5,0.0,0,1.26
47148,Cloudy,Protest,9,1,20.2,0.0,15795,28.05
47176,Snowy,None,22,1,-0.4,0.0,0,11.25
47114,Sunny,None,13,4,30.4,0.0,0,10.62
47162,Sunny,Protest,12,5,39.6,0.0,18813,15.67
47106,Cloudy,Protest,6,1,28.1,0.0,12103,9.92
47172,Sunny,Festival,6,2,31.2,0.0,98506,27.88
47158,Rainy,Concert,6,5,26.1,16.4,26120,8.33
47163,Sunny,None,13,4,29.6,0.0,0,15.49
77604,Snowy,Festival,16,5,0.9,0.0,71150,16.48
47181,Cloudy,Sports,16,0,30.4,0.0,28816,10.95
47179,Snowy,Sports,6,2,0.3,0.0,42831,12.29
77634,Sunny,Protest,12,1,32.7,0.0,14189,19.98
47117,Cloudy,None,17,6,26.4,0.0,0,8.08
47177,Snowy,Concert,15,1,1.6,0.0,19643,14.04
77604,Sunny,Sports,20,1,30.1,0.0,36633,17.74
47209,Cloudy,Sports,8,3,32.2,0.0,30253,14.67
47100,Rainy,Concert,17,5,26.4,27.5,10887,22.67
47212,Sunny,Sports,10,4,21.0,0.0,27089,23.42
47171,Snowy,None,23,4,-0.1,0.0,0,17.67
47128,Sunny,Festival,19,3,32.8,0.0,54127,18.92
47134,Cloudy,Protest,21,4,27.6,0.0,10088,21.23
47104,Snowy,Protest,21,3,0.9,0.0,17295,0.8
47219,Sunny,Concert,9,1,30.9,0.0,27667,19.82
47196,Snowy,None,13,1,-1.3,0.0,0,18.64
47181,Snowy,None,11,1,-4.8,0.0,0,16.29
47120,Rainy,Sports,12,1,33.0,21.7,47358,17.73
47169,Cloudy,None,19,3,32.5,0.0,0,23.13
47150,Sunny,Protest,21,2,25.8,0.0,19507,6.39
47162,Cloudy,Festival,5,0,26.3,0.0,51225,6.94
47116,Snowy,Festival,13,3,-2.4,0.0,73523,26.63
47179,Rainy,Concert,22,4,22.7,23.0,22628,17.97
47146,Sunny,Concert,17,4,37.6,0.0,11097,22.28
47149,Rainy,Sports,20,1,26.1,29.2,59222,25.89
77635,Cloudy,Concert,14,4,36.5,0.0,31923,12.64
77681,Sunny,None,17,2,38.6,0.0,0,16.05
47182,Snowy,Festival,6,3,-3.2,0.0,81478,43.8
47168,Rainy,Protest,17,2,21.7,47.8,5722,53.28
47179,Snowy,Festival,5,3,-3.2,0.0,69764,28.72
47147,Rainy,Sports,11,4,35.4,38.2,30327,43.52
47138,Snowy,Protest,11,0,0.6,0.0,19485,17.91
47105,Rainy,Concert,13,0,25.2,16.9,24666,10.03
47193,Snowy,Protest,14,0,1.5,0.0,16399,20.62
47218,Cloudy,Festival,5,5,27.5,0.0,92933,20.23
47198,Rainy,Protest,15,1,22.1,38.3,7958,37.77
47159,Rainy,Protest,12,4,26.1,33.6,13920,47.78
47168,Cloudy,Concert,23,0,29.7,0.0,23866,2.52
47168,Rainy,Sports,12,2,27.4,13.5,51610,32.32
47120,Snowy,None,14,4,-2.2,0.0,0,23.88
47153,Sunny,Concert,16,3,26.8,0.0,13067,7.48
47199,Sunny,Festival,23,0,28.9,0.0,74767,18.69
47145,Sunny,Concert,20,4,32.2,0.0,26651,13.78
77633,Rainy,Festival,8,0,32.4,41.5,61537,51.52
77680,Rainy,Concert,22,6,28.4,48.1,38168,21.69
47146,Cloudy,Protest,8,3,30.0,0.0,12525,24.84
47145,Rainy,Sports,8,5,25.3,24.2,47860,29.8
47134,Cloudy,None,12,2,25.1,0.0,0,0.0
47179,Snowy,Festival,7,1,1.9,0.0,70432,30.05
47120,Rainy,Festival,7,4,20.3,25.5,92084,51.25
47182,Cloudy,Festival,22,6,39.5,0.0,67728,18.66
47216,Sunny,Concert,13,1,40.2,0.0,20836,16.12
77604,Rainy,Sports,12,1,32.8,18.3,20922,14.71
47147,Cloudy,None,6,5,26.8,0.0,0,0.0
47193,Sunny,None,7,0,37.9,0.0,0,22.7
47170,Sunny,Concert,15,5,29.2,0.0,10565,5.84
47110,Sunny,None,15,5,28.2,0.0,0,1.91
47145,Rainy,Sports,9,4,32.6,14.8,44066,27.5
47191,Rainy,Concert,21,2,29.0,10.0,39094,11.44
47207,Rainy,Sports,16,3,27.6,38.7,47065,36.06
47144,Cloudy,Protest,19,1,29.1,0.0,8520,26.19
47146,Cloudy,Concert,10,2,28.9,0.0,35349,16.92
47172,Snowy,Sports,22,3,0.3,0.0,39519,9.01
47167,Snowy,Concert,21,0,0.6,0.0,16583,1.42
47131,Sunny,Festival,14,3,36.5,0.0,97127,29.61
77630,Snowy,Concert,16,3,-2.3,0.0,21785,33.19
47143,Rainy,Sports,18,3,32.2,25.3,47999,42.72
47106,Rainy,Concert,8,3,24.4,48.6,18548,30.24
47180,Sunny,Sports,14,0,31.2,0.0,57811,14.93
47138,Rainy,Festival,5,5,29.0,21.4,52393,15.41
47139,Rainy,Protest,19,3,25.4,11.5,15619,24.98
47146,Snowy,None,14,3,-0.3,0.0,0,17.38
47195,Sunny,Concert,16,0,40.6,0.0,17013,12.91
47160,Snowy,Festival,19,0,-4.4,0.0,88468,47.46
47205,Snowy,Sports,5,5,-0.9,0.0,58653,18.56
47207,Snowy,Festival,23,0,0.6,0.0,87774,21.88
47123,Cloudy,Protest,5,4,30.8,0.0,6547,17.8
47172,Cloudy,Sports,21,5,26.1,0.0,27092,3.95
77645,Rainy,Sports,14,1,37.4,37.1,20866,22.68
47145,Cloudy,Sports,14,1,28.3,0.0,50430,16.24
47104,Rainy,Festival,22,0,30.9,11.7,66001,16.25
47175,Sunny,Protest,22,3,17.8,0.0,7283,18.25
47206,Sunny,Sports,7,4,35.8,0.0,26413,21.57
77638,Snowy,Festival,17,4,-0.7,0.0,91154,56.07
47182,Rainy,Protest,20,6,34.2,35.4,14112,35.22
77642,Snowy,Concert,13,6,-0.2,0.0,17798,13.97
47110,Rainy,Festival,14,1,26.3,40.4,50802,41.0
47148,Snowy,Protest,15,4,0.5,0.0,16650,19.3
47214,Snowy,Protest,16,6,-2.2,0.0,17689,23.32
47177,Snowy,None,19,6,-0.8,0.0,0,16.64
77643,Snowy,Festival,13,5,-3.9,0.0,85089,22.41
47174,Rainy,Protest,23,6,27.0,40.5,11343,20.13
47187,Cloudy,Festival,18,1,27.6,0.0,57898,19.4
47219,Sunny,None,8,5,35.5,0.0,0,13.58
47215,Cloudy,Sports,15,0,21.3,0.0,28975,17.46
47205,Snowy,Protest,19,6,-4.3,0.0,9426,32.12
47200,Snowy,Sports,18,2,-1.4,0.0,43395,47.8
47154,Rainy,None,8,3,20.4,15.3,0,22.75
47213,Cloudy,Concert,5,1,30.9,0.0,36841,19.09
47143,Cloudy,Concert,18,2,31.8,0.0,39017,25.31
47108,Sunny,Sports,21,5,27.2,0.0,37427,5.78
47200,Cloudy,Concert,14,0,25.0,0.0,21719,9.58
47172,Snowy,Concert,23,2,-1.6,0.0,10553,4.64
67276,Rainy,Sports,14,1,33.3,31.3,31951,24.55
47171,Sunny,Concert,19,6,25.7,0.0,25334,14.23
47146,Sunny,Concert,18,3,32.3,0.0,28215,11.91
47143,Snowy,Sports,5,1,-4.4,0.0,27834,15.33
47108,Rainy,Concert,15,2,35.6,34.8,35719,37.16
47185,Sunny,Concert,11,2,30.0,0.0,26488,6.57
47204,Snowy,Sports,22,3,-0.0,0.0,40905,16.24
47141,Cloudy,Concert,20,3,29.9,0.0,14444,1.8
47101,Rainy,Festival,8,2,27.3,7.5,69093,34.55
47164,Snowy,Festival,19,2,-4.4,0.0,71712,28.91
47216,Snowy,Protest,14,3,-2.1,0.0,9812,28.46
47213,Snowy,Festival,23,5,1.7,0.0,56296,20.75
47167,Sunny,Protest,20,0,32.4,0.0,6235,6.07
47162,Rainy,Festival,5,0,31.299999999999997,12.1,94051,26.85
47175,Rainy,Concert,19,6,29.0,5.8,38846,18.54
47209,Snowy,Sports,15,2,-1.3,0.0,40295,21.75
47214,Cloudy,Festival,18,4,32.8,0.0,95017,29.48
47154,Cloudy,Concert,7,6,27.8,0.0,35952,25.8
67276,Cloudy,Concert,5,0,26.2,0.0,27671,2.52
47187,Sunny,Concert,13,1,29.8,0.0,21232,3.17
47120,Sunny,Protest,20,1,21.0,0.0,14130,11.67
77645,Cloudy,Protest,7,3,30.7,0.0,18933,28.52
47120,Sunny,Festival,5,6,31.3,0.0,53158,5.85
77635,Rainy,Sports,22,1,32.1,49.3,22104,28.12
47206,Snowy,Concert,21,4,-3.6,0.0,28309,24.26
67276,Snowy,Concert,23,2,-2.5,0.0,12156,19.49
47217,Snowy,Protest,21,4,-1.4,0.0,5542,26.6
77631,Sunny,None,7,2,33.7,0.0,0,10.04
47199,Cloudy,None,22,2,30.1,0.0,0,0.0
77647,Sunny,Sports,7,1,23.2,0.0,30986,23.03
47108,Cloudy,Protest,13,6,28.1,0.0,16336,19.28
47183,Cloudy,Sports,15,3,29.9,0.0,50757,10.27
47203,Snowy,None,22,6,-1.4,0.0,0,0.0
47110,Rainy,Protest,15,2,34.0,6.1,13276,13.93
47135,Sunny,None,21,5,31.0,0.0,0,0.0
47116,Sunny,Festival,17,5,34.9,0.0,88116,25.97
47114,Sunny,Festival,17,1,29.4,0.0,98047,38.88
47187,Sunny,Festival,6,4,32.1,0.0,54078,18.4
47181,Rainy,Festival,7,6,22.1,23.2,67583,28.09
77630,Rainy,Festival,13,3,27.5,38.7,68533,41.46
47146,Snowy,Festival,14,4,-4.8,0.0,61008,31.8
47175,Cloudy,Sports,15,4,31.0,0.0,44308,10.74
77633,Snowy,Protest,6,6,0.1,0.0,14540,7.09
47217,Cloudy,None,16,0,33.5,0.0,0,0.82
47100,Rainy,Sports,22,5,28.5,33.0,34382,11.86
47129,Snowy,Concert,15,6,-4.4,0.0,31934,14.61
47147,Snowy,Festival,21,2,-4.9,0.0,85898,30.67
47197,Rainy,None,9,5,20.8,36.0,0,24.58
47110,Rainy,None,5,0,29.299999999999997,48.3,0,34.64
47196,Rainy,None,23,4,26.3,30.3,0,23.11
47131,Rainy,None,17,5,26.5,17.3,0,33.36
47181,Snowy,Sports,12,2,-2.7,0.0,41733,23.82
47167,Cloudy,Sports,10,1,21.9,0.0,24378,0.0
47124,Sunny,Festival,10,0,33.5,0.0,97314,25.16
47205,Rainy,Concert,9,6,25.6,8.6,14636,16.7
47191,Cloudy,None,16,5,45.5,0.0,0,3.71
47153,Snowy,Sports,8,1,-0.6,0.0,30042,27.76
47189,Snowy,Protest,21,6,-0.7,0.0,11295,16.07
47220,Rainy,Protest,13,3,24.9,8.5,14557,31.26
47207,Sunny,Protest,19,3,37.9,0.0,8007,27.29
47213,Sunny,Sports,7,2,20.5,0.0,28806,23.96
47165,Snowy,None,15,6,0.8,0.0,0,0.0
47124,Rainy,Concert,9,0,32.5,12.5,17796,32.02
47198,Cloudy,Concert,11,6,31.1,0.0,32608,2.31
77642,Snowy,Festival,16,0,-2.8,0.0,73954,33.21
67276,Cloudy,Protest,6,3,25.9,0.0,5590,12.0
47110,Snowy,Protest,8,3,-0.7,0.0,10663,35.81
47215,Sunny,Sports,23,2,32.2,0.0,35329,8.41
47157,Cloudy,Protest,17,0,24.4,0.0,12967,33.58
47187,Cloudy,Sports,11,2,27.0,0.0,41326,4.89
47129,Rainy,Sports,20,1,26.5,24.9,25178,17.66
47181,Cloudy,Protest,7,2,30.8,0.0,6036,33.02
47128,Snowy,Protest,12,0,-4.6,0.0,15617,27.53
47120,Cloudy,Concert,16,5,24.5,0.0,21495,8.4
47162,Sunny,Sports,10,0,32.9,0.0,29197,8.74
47163,Rainy,None,23,2,17.5,14.7,0,14.57
47124,Snowy,Protest,9,4,-2.3,0.0,17693,40.58
47153,Snowy,None,14,3,0.1,0.0,0,0.0
47109,Rainy,Sports,18,1,19.5,41.0,52249,35.33
47145,Cloudy,Festival,10,0,33.6,0.0,97643,21.8
77635,Sunny,None,12,0,46.6,0.0,0,5.03
47129,Cloudy,Festival,7,0,25.4,0.0,76211,27.42
47173,Cloudy,None,13,0,31.2,0.0,0,2.65
47185,Cloudy,None,14,6,33.1,0.0,0,0.0
47130,Sunny,Festival,17,4,25.1,0.0,75939,26.2
47117,Snowy,Festival,14,2,-2.2,0.0,76034,27.62
47139,Cloudy,Festival,11,6,28.5,0.0,70770,11.0
47181,Snowy,Protest,18,4,-4.2,0.0,8490,47.84
47168,Cloudy,Concert,14,2,28.3,0.0,30195,7.07
47167,Rainy,Sports,8,0,24.2,20.9,30843,28.62
47214,Sunny,Festival,14,6,28.7,0.0,74686,11.45
47205,Snowy,Concert,23,0,1.6,0.0,26451,3.36
47195,Sunny,Protest,14,1,28.8,0.0,17448,19.53
47166,Snowy,Sports,6,6,-4.8,0.0,37125,7.87
77631,Sunny,Concert,10,6,38.4,0.0,19810,0.0
47109,Rainy,Protest,14,3,18.9,8.6,18464,24.9
67276,Rainy,None,19,4,22.9,34.5,0,38.86
77642,Sunny,Protest,13,3,20.0,0.0,17242,25.41
47201,Snowy,Concert,11,0,0.3,0.0,11916,0.0
47192,Sunny,Festival,8,2,24.6,0.0,95659,42.49
47116,Sunny,Concert,6,2,28.3,0.0,27580,1.35
77638,Rainy,Protest,18,2,15.7,14.1,8842,32.06
47116,Sunny,Protest,7,5,30.9,0.0,17175,27.01
47114,Cloudy,Protest,19,3,23.0,0.0,5136,18.43
77638,Snowy,Concert,23,3,-2.6,0.0,39688,22.97
47124,Sunny,Concert,10,2,24.1,0.0,28250,16.06
47149,Sunny,Sports,10,3,32.2,0.0,33644,17.19
47125,Rainy,Concert,13,6,26.6,9.7,12679,0.0
47158,Rainy,Festival,12,4,26.2,48.6,88442,57.29
77630,Cloudy,Concert,21,5,25.5,0.0,23736,2.81
47133,Cloudy,None,20,2,29.1,0.0,0,0.0
47154,Sunny,Festival,17,1,40.4,0.0,65433,28.58
47103,Cloudy,Festival,12,3,32.5,0.0,84756,21.52
47195,Cloudy,Festival,14,3,36.3,0.0,82457,23.52
47165,Sunny,Protest,12,2,30.8,0.0,17725,14.08
47105,Snowy,None,10,5,1.0,0.0,0,0.0
47125,Rainy,None,8,4,30.200000000000003,42.3,0,40.65
47131,Rainy,Concert,7,4,33.3,48.2,38728,57.65
47151,Sunny,Concert,11,4,35.2,0.0,15205,13.45
47135,Sunny,Festival,22,4,23.2,0.0,65473,13.79
47134,Sunny,None,5,5,35.4,0.0,0,0.0
47120,Snowy,Concert,14,2,-0.1,0.0,31784,23.37
47154,Cloudy,Sports,9,6,25.2,0.0,40779,14.18
47179,Rainy,None,22,0,27.5,12.8,0,0.0
47167,Cloudy,Sports,14,0,38.4,0.0,27422,12.69
47150,Rainy,Festival,15,2,33.1,10.2,96735,21.54
77633,Sunny,Sports,16,1,38.2,0.0,35305,23.22
47176,Sunny,Festival,23,2,25.4,0.0,88719,21.6
47134,Sunny,Concert,21,3,32.0,0.0,22947,0.0
47202,Cloudy,Festival,12,3,32.5,0.0,56491,20.47
47130,Sunny,Protest,12,3,29.0,0.0,9026,22.63
47204,Sunny,Concert,13,0,23.7,0.0,28249,8.18
47113,Snowy,None,15,0,-2.3,0.0,0,15.13
47204,Snowy,None,20,5,-2.1,0.0,0,14.05
47104,Cloudy,Festival,8,4,32.7,0.0,51171,34.52
47186,Rainy,Protest,18,4,26.4,43.2,15265,57.67
77641,Snowy,Festival,22,3,0.9,0.0,90071,28.28
47122,Rainy,Festival,15,3,22.9,36.4,98665,53.46
47176,Sunny,None,9,2,32.2,0.0,0,8.12
47127,Snowy,Protest,18,2,1.5,0.0,18824,29.39
47182,Sunny,Protest,14,4,36.3,0.0,10265,33.17
47169,Rainy,Protest,9,2,28.7,24.1,16032,42.3
47219,Sunny,Concert,13,2,36.9,0.0,32573,11.52
47198,Snowy,Festival,12,1,1.8,0.0,62514,6.73
47117,Rainy,Festival,22,3,29.200000000000003,10.7,98619,21.88
47116,Sunny,Protest,17,0,40.3,0.0,9350,34.99
67277,Snowy,Concert,7,3,-4.8,0.0,31756,38.78
47152,Rainy,Festival,8,6,22.0,39.3,84836,54.73
47199,Cloudy,Protest,5,2,40.0,0.0,9345,13.83
47188,Rainy,None,20,0,35.0,20.9,0,7.6
47133,Rainy,Festival,9,4,23.0,46.1,81032,64.46
47214,Cloudy,Concert,18,1,32.2,0.0,39026,20.84
47218,Rainy,Protest,8,2,29.700000000000003,10.2,7495,33.13
47119,Sunny,Festival,18,6,27.0,0.0,98540,32.3
47145,Sunny,None,20,0,36.3,0.0,0,0.86
47151,Cloudy,Festival,17,5,35.8,0.0,91109,22.13
47208,Rainy,Festival,11,1,29.299999999999997,23.7,53625,21.72
47112,Cloudy,None,23,1,24.4,0.0,0,0.0
47114,Sunny,Festival,9,1,27.3,0.0,89557,30.17
77635,Sunny,Concert,20,6,30.9,0.0,18478,2.88
47209,Snowy,Concert,19,1,-0.1,0.0,27428,22.56
47168,Cloudy,Concert,23,3,35.7,0.0,35522,7.92
47152,Rainy,None,15,2,26.7,10.0,0,12.23
47220,Sunny,Concert,19,3,33.0,0.0,21449,24.76
47190,Sunny,Festival,10,1,34.4,0.0,55454,11.78
47125,Rainy,Protest,21,5,37.9,44.3,8564,34.83
47105,Rainy,Concert,16,3,26.3,26.7,31827,29.54
47143,Snowy,None,20,0,0.9,0.0,0,7.0
47186,Sunny,Festival,15,1,44.5,0.0,95753,27.77
77681,Rainy,Concert,10,1,25.4,6.3,14516,11.64
47219,Snowy,Protest,13,6,-1.2,0.0,11761,14.82
47161,Sunny,None,23,3,22.2,0.0,0,0.0
47130,Rainy,Concert,16,0,18.8,47.2,26129,31.7
47176,Snowy,Sports,7,1,-3.9,0.0,27682,26.08
47117,Snowy,Protest,10,1,-0.1,0.0,19605,29.27
47132,Rainy,Sports,16,5,31.299999999999997,15.4,32096,5.64
67277,Rainy,None,21,2,31.1,37.5,0,27.84
47135,Cloudy,None,14,5,34.8,0.0,0,6.09
47204,Cloudy,None,14,3,41.0,0.0,0,13.22
47117,Sunny,None,16,3,32.5,0.0,0,2.92
47178,Sunny,Festival,15,2,32.0,0.0,97055,37.08
47121,Snowy,Protest,22,2,1.5,0.0,18548,9.4
47138,Snowy,Festival,10,6,-1.0,0.0,92267,33.55
47108,Rainy,Concert,18,4,25.2,16.4,31032,43.68
47175,Rainy,None,11,2,28.7,35.6,0,30.3
47202,Cloudy,None,10,2,30.4,0.0,0,10.13
47158,Sunny,None,13,2,45.2,0.0,0,12.99
47121,Cloudy,None,6,5,30.2,0.0,0,0.0
77631,Cloudy,Protest,9,3,28.2,0.0,8538,38.65
47203,Cloudy,Protest,17,3,30.9,0.0,6372,24.91
47108,Rainy,Sports,21,5,22.8,14.9,48224,22.58
47216,Rainy,Festival,10,3,31.299999999999997,15.6,74582,25.23
47150,Sunny,Festival,5,6,34.9,0.0,58718,0.0
47138,Cloudy,None,14,6,30.9,0.0,0,2.26
47144,Snowy,None,6,3,-2.6,0.0,0,6.15
77630,Snowy,Sports,7,6,-4.3,0.0,20050,24.53
47105,Snowy,Festival,23,2,-2.6,0.0,68267,30.34
47137,Cloudy,Concert,17,4,37.7,0.0,35456,28.69
47162,Sunny,Concert,14,2,38.1,0.0,34735,12.62
47189,Snowy,Sports,6,6,-0.3,0.0,33650,10.06
47157,Rainy,Concert,5,5,25.4,13.9,23839,0.0
77630,Sunny,Sports,16,1,33.3,0.0,55745,20.95
47145,Cloudy,Concert,16,1,33.7,0.0,20350,9.54
47134,Cloudy,Festival,21,5,29.2,0.0,50657,0.78
47203,Sunny,Protest,20,5,32.4,0.0,17754,12.24
77645,Cloudy,Sports,13,3,24.3,0.0,27666,10.97
47219,Rainy,Protest,15,0,28.2,44.2,6788,34.87
47126,Snowy,Concert,18,5,-3.7,0.0,24474,31.05
47163,Cloudy,Festival,18,0,24.3,0.0,70522,30.85
47131,Sunny,None,13,2,27.5,0.0,0,15.31
47101,Rainy,None,9,1,38.7,38.4,0,34.9
47192,Rainy,None,14,2,29.700000000000003,9.9,0,6.32
47117,Rainy,Festival,14,3,32.2,48.0,65328,35.74
47114,Snowy,Concert,22,2,-1.9,0.0,39144,13.46
77640,Sunny,Festival,10,4,31.0,0.0,69790,18.8
47106,Sunny,None,5,2,36.1,0.0,0,0.0
77681,Cloudy,Protest,13,3,32.8,0.0,14561,16.19
47156,Sunny,Sports,13,0,31.4,0.0,30338,11.81
47143,Rainy,Festival,23,1,23.2,36.5,67287,37.76
47162,Snowy,Festival,18,6,-3.6,0.0,50622,26.23
67278,Snowy,Sports,23,6,-0.8,0.0,25882,17.67
47155,Sunny,None,9,3,27.9,0.0,0,7.72
77635,Snowy,Sports,18,2,-0.4,0.0,22994,26.86
47138,Cloudy,Protest,15,3,39.3,0.0,10733,17.32
47186,Cloudy,None,18,0,26.0,0.0,0,9.26
47122,Sunny,Sports,10,5,37.4,0.0,51337,7.41
77634,Snowy,None,20,5,0.7,0.0,0,0.0
47186,Snowy,Festival,8,5,-0.1,0.0,71606,34.09
47134,Sunny,None,14,1,31.9,0.0,0,8.42
47210,Rainy,Sports,22,5,30.0,44.3,28743,21.8
47102,Cloudy,Sports,7,6,30.3,0.0,36920,15.53
47161,Sunny,None,13,0,24.6,0.0,0,6.29
47137,Rainy,Sports,6,2,36.5,27.0,44810,18.04
47128,Sunny,Protest,18,0,28.1,0.0,18107,24.27
47135,Snowy,None,13,5,-0.0,0.0,0,2.24
47143,Snowy,Concert,20,1,0.4,0.0,24159,5.24
47193,Snowy,Festival,21,5,1.3,0.0,58942,0.0
47172,Cloudy,Protest,22,6,30.7,0.0,8652,11.09
47189,Cloudy,Protest,16,6,23.7,0.0,18478,6.03
47109,Snowy,Festival,22,2,-4.5,0.0,90266,24.99
47217,Rainy,Protest,10,3,32.7,36.4,7333,33.9
77682,Sunny,Festival,6,6,31.2,0.0,75760,12.34
47143,Snowy,Concert,15,6,-1.3,0.0,11097,17.88
47200,Sunny,None,14,2,30.1,0.0,0,0.0
47203,Rainy,Concert,21,2,28.7,15.1,16635,9.56
47209,Snowy,Sports,5,3,1.1,0.0,56635,5.28
47149,Rainy,Festival,14,0,35.0,46.8,77873,48.36
47172,Cloudy,None,6,3,34.8,0.0,0,0.0
67278,Snowy,Concert,7,2,-4.5,0.0,14771,37.72
47190,Sunny,Protest,15,1,31.7,0.0,19157,15.09
47184,Rainy,Concert,23,6,29.1,37.7,24002,24.49
